PLAYER_WIN,PLAYER_LOSE,SCORE,EVENT,DATE,CHARACTERS_WIN,CHARACTERS_LOSE,VOD_LINK
Boyd,Stu,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Just,S1 (Pittsburgh player),2-0,PGH-NEOH_Family_Reunion,2024-08-03,Sheik,Fox,https://youtu.be/mYvozls2Q5I?si=pwMumBITWkGf_K8T&t=1250
TheRealThing,Sweet,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
JHTL,Zboo13,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Balloon Day,WeissClimbers,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Blessé,Kezzup,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Polish,Winmil,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Vudujin,M1sf1re,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Zboo13,Iphone,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
SilentSwag,Vyv,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
S1 (Pittsburgh player),El jefe,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Drephen,Coffee,3-0,We_Need_Some_Space/4,2024-08-03,Sheik,Peach,https://youtu.be/NhevsKa8CvM?si=R1bnuOEXd0sfpoSI&t=7745
S-f,Tuesday,3-0,We_Need_Some_Space/4,2024-08-03,,,
Forest,Etp,3-0,We_Need_Some_Space/4,2024-08-03,,,
Seal,CLM Punk,3-2,We_Need_Some_Space/4,2024-08-03,,,
Latin,Dalbull,3-0,We_Need_Some_Space/4,2024-08-03,,,
Ober,Palate,3-1,We_Need_Some_Space/4,2024-08-03,,,
Coffee,Killablue,3-1,We_Need_Some_Space/4,2024-08-03,,,
NetherCole,Charlie Wu,3-0,We_Need_Some_Space/4,2024-08-03,,,
Diggles137,Kreg,3-0,We_Need_Some_Space/4,2024-08-03,,,
Iceking,S-f,3-1,We_Need_Some_Space/4,2024-08-03,,,
Maple,Forest,3-1,We_Need_Some_Space/4,2024-08-03,,,
Seal,Suidt,3-2,We_Need_Some_Space/4,2024-08-03,,,
Latin,HPR,3-1,We_Need_Some_Space/4,2024-08-03,,,
Coffee,Ober,3-2,We_Need_Some_Space/4,2024-08-03,,,
Diggles137,NetherCole,3-2,We_Need_Some_Space/4,2024-08-03,,,
Maple,Iceking,3-0,We_Need_Some_Space/4,2024-08-03,,,
NetherCole,Life,3-2,We_Need_Some_Space/4,2024-08-03,,,
Killablue,EBND,3-0,We_Need_Some_Space/4,2024-08-03,,,
Palate,Nitus,3-0,We_Need_Some_Space/4,2024-08-03,,,
Majersk,Charlie Wu,3-0,We_Need_Some_Space/4,2024-08-03,,,
Taki,Stu,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Salt,HPR,3-1,We_Need_Some_Space/4,2024-08-03,Captain Falcon,Falco,https://youtu.be/NhevsKa8CvM?si=PFQbwdnIiMLlieVa&t=2146
Reeve,Suidt,3-1,We_Need_Some_Space/4,2024-08-03,,,
Drephen,Maple,3-1,We_Need_Some_Space/4,2024-08-03,,,
Blue (Melee player),Iceking,3-0,We_Need_Some_Space/4,2024-08-03,,,
Rik,Kreg,3-0,We_Need_Some_Space/4,2024-08-03,,,
Lucky,Coffee,3-0,We_Need_Some_Space/4,2024-08-03,,,
Lucky,Rik,3-0,We_Need_Some_Space/4,2024-08-03,Fox,Falco,https://youtu.be/NhevsKa8CvM?si=Ql6z3J1Zv-c02pIK&t=11466
Slowking,Ober,3-1,We_Need_Some_Space/4,2024-08-03,,,
Salt,Reeve,3-1,We_Need_Some_Space/4,2024-08-03,,,
Blue (Melee player),Drephen,3-2,We_Need_Some_Space/4,2024-08-03,Fox,Sheik,https://youtu.be/NhevsKa8CvM?si=ctrTedjjlDK0G_Zd&t=3148
Rik,Majersk,3-2,We_Need_Some_Space/4,2024-08-03,,,
Lucky,Slowking,3-0,We_Need_Some_Space/4,2024-08-03,Fox,Falco,https://youtu.be/NhevsKa8CvM?si=ImmVRit3vIOdtOog&t=4221
Salt,Blue (Melee player),3-1,We_Need_Some_Space/4,2024-08-03,Captain Falcon,Fox,https://youtu.be/NhevsKa8CvM?si=gqTFVAy5-lAMFjCU&t=12248
Latin,Seal,3-1,We_Need_Some_Space/4,2024-08-03,Sheik,Sheik,https://youtu.be/NhevsKa8CvM?si=XPX_LD2pfmNxoFE1&t=6706
Diggles137,Thrive,3-0,We_Need_Some_Space/4,2024-08-03,,,
Reeve,Diggles137,3-0,We_Need_Some_Space/4,2024-08-03,,,
Zboo13,Sweet,2-0,PGH-NEOH_Family_Reunion,2024-08-03,Fox,Sheik,https://youtu.be/mYvozls2Q5I?si=HPmgAjI8zFhPtb6A&t=5683
Jink,Charlie Brown,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
M1sf1re,Enderdxg,2-1,PGH-NEOH_Family_Reunion,2024-08-03,Luigi,Dr. Mario,https://youtu.be/mYvozls2Q5I?si=8EPZbDd5sTSLG3GS&t=6365
Just,Saucymain,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Ghast,JHTL,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Blessé,Poopyjoe,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Taki,S1 (Pittsburgh player),2-0,PGH-NEOH_Family_Reunion,2024-08-03,Fox,Fox,https://youtu.be/mYvozls2Q5I?si=73sh4jyzicNwq7en&t=4096
Charlie Brown,WeissClimbers,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Jada TBK,Taki,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
M1sf1re,Machiavelli,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Saucymain,PGH Carroll,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Ghast,IhaveSonar,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Poopyjoe,HomeMadeWaffles,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Slowking,Maple,3-1,We_Need_Some_Space/4,2024-08-03,Falco,Ice Climbers,https://youtu.be/NhevsKa8CvM?si=rCOfVsNLTX4nIOuH&t=5493
SuperGinger,Krispy,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
ZHammer,Zboo13,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Jank,SuperGinger,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Vudujin,Jank,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Lucky,Slowking,3-0,We_Need_Some_Space/4,2024-08-03,Fox,Falco,https://youtu.be/NhevsKa8CvM?si=PtAD8U4J3pqzv44Z&t=16286
Latin,Majersk,3-0,We_Need_Some_Space/4,2024-08-03,,,
Jank,Borp,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
Slowking,Latin,3-0,We_Need_Some_Space/4,2024-08-03,Falco,Marth,https://youtu.be/NhevsKa8CvM?si=xUTbNh-jroYbrL7T&t=10030
Drephen,Rik,3-0,We_Need_Some_Space/4,2024-08-03,Sheik,Falco,https://youtu.be/NhevsKa8CvM?si=ds3umtSyQidOYmDu&t=13207
Slowking,Blue (Melee player),3-1,We_Need_Some_Space/4,2024-08-03,Falco,Fox,https://youtu.be/NhevsKa8CvM?si=1cm0rdpghw0s-6o4&t=13878
Salt,Lucky,3-1,We_Need_Some_Space/4,2024-08-03,Captain Falcon,Fox,https://youtu.be/NhevsKa8CvM?si=jiz_G5qmp0wTaewL&t=14555
Slowking,Drephen,3-1,We_Need_Some_Space/4,2024-08-03,Falco,Sheik,https://youtu.be/NhevsKa8CvM?si=Keq_MBgMa38N2Cfp&t=15345
Drephen,Reeve,3-0,We_Need_Some_Space/4,2024-08-03,Sheik,Marth,https://youtu.be/NhevsKa8CvM?si=mODPiZsfkXICYayP&t=10739
Salt,Lucky,3-2,We_Need_Some_Space/4,2024-08-03,Captain Falcon,Fox,https://youtu.be/NhevsKa8CvM?si=yLfRj_vHVXHO4zvN&t=16952
Jada TBK,Vudujin,2-1,PGH-NEOH_Family_Reunion,2024-08-03,,,
ZHammer,Jink,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
M1sf1re,Just,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
Blessé,Ghast,2-0,PGH-NEOH_Family_Reunion,2024-08-03,,,
KoDoRiN,Khalid,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Khalid,Zeo,3-2,SoCal_Star_League/5/Division_1,2024-07-30,,,
Franz,Justus,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Steech,Maher,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Kurv,Salami,3-2,SoCal_Star_League/5/Division_1,2024-07-30,,,
Jmook,Joshman,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Mang0,Fiction,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Falco,Fox,
Quang,Steech,3-1,SoCal_Star_League/5/Division_1,2024-07-30,Donkey Kong,Fox,
Lucky,Franz,3-2,SoCal_Star_League/5/Division_1,2024-07-30,,,
Mang0,KoopaTroopa895,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Kurv,KoopaTroopa895,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Zeo,Justus,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Maher,Salami,3-2,SoCal_Star_League/5/Division_1,2024-07-30,,,
Fiction,Lucky,3-2,SoCal_Star_League/5/Division_1,2024-07-30,,,
Kurv,Joshman,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
KoDoRiN,Quang,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Marth,Donkey Kong,
Fiction,Quang,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Lucky,Zeo,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Joshman,KoDoRiN,3-1,SoCal_Star_League/5/Division_1,2024-07-30,Sheik,Marth,
Jmook,Lucky,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Jmook,Khalid,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Steech,Zeo,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Jmook,Quang,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Fiction,Kurv,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
KoDoRiN,Justus,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Mang0,Joshman,3-1,SoCal_Star_League/5/Division_1,2024-07-30,Falco,Fox,
Joshman,Franz,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
KoDoRiN,Lucky,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Mang0,Steech,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Jmook,Fiction,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Sheik,Fox,
KoopaTroopa895,Maher,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Marth,Marth,
KoDoRiN,Mang0,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Marth,"Falco,Fox",
Fiction,Salami,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Jmook,KoDoRiN,3-0,SoCal_Star_League/5/Division_1,2024-07-30,Sheik,Marth,
Quang,Kurv,3-1,SoCal_Star_League/5/Division_1,2024-07-30,Donkey Kong,Fox,
Khalid,Maher,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Joshman,Steech,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Franz,KoopaTroopa895,3-1,SoCal_Star_League/5/Division_1,2024-07-30,,,
Lucky,Khalid,3-0,SoCal_Star_League/5/Division_1,2024-07-30,,,
Quang,Franz,3-2,SoCal_Star_League/5/Division_1,2024-07-30,Donkey Kong,Dr. Mario,
Sumi,Mooshies,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Alberto,Swiz,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Yamasaki,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Dr. Mario,Marth,
Sumi,Breakfast,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
S-f,Cliché,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Marth,Falco,
Khalid,Cheunk,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Life,Suf,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Noire,Jiffy,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
OkamiBW,Casper,0-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,Bungwipe,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
PhDeeznuts,God's Only Son,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Sheik,Captain Falcon,
Mooshies,Y-hat,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Yamasaki,Khalid,3-0,SoCal_Star_League/5/Division_2,2024-07-27,Marth,Jigglypuff,
Khalid,Life,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Noire,OkamiBW,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,PhDeeznuts,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Alberto,Mooshies,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cheunk,Suf,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Jiffy,Casper,0-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
God's Only Son,Bungwipe,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Swiz,Y-hat,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Khalid,Noire,3-0,SoCal_Star_League/5/Division_2,2024-07-27,Jigglypuff,Fox,
Yamasaki,Xela,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Sumi,Yingling,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,DonB,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
S-f,IggyNieves,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
SubTails,Noire,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Sumi,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cheunk,OkamiBW,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Yamasaki,Emps,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,Suf,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cliché,Yingling,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,Sumi,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Xela,Cruncho,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
SubTails,Alberto,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,Cheunk,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,Alberto,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Breakfast,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,SubTails,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Snake,Cliché,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,Cohenski,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Fox,Fox,
MOJOE,Yamasaki,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Fox,Marth,
Yamasaki,Steech,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Marth,Fox,
S-f,DonB,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Khalid,3-2,SoCal_Star_League/5/Division_2,2024-07-27,Dr. Mario,Jigglypuff,
Xela,Emps,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Yamasaki,MOJOE,3-2,SoCal_Star_League/5/Division_2,2024-07-27,Marth,Fox,
Life,Jiffy,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
OkamiBW,Cheunk,0-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
SubTails,Yamasaki,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,Mooshies,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Fox,Mr. Game & Watch,
Yamasaki,IggyNieves,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
OkamiBW,SubTails,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Snake,Franz,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Yamasaki,Noire,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cohenski,MOJOE,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cohenski,Alberto,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Fox,Captain Falcon,
Breakfast,Cliché,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Steech,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Khalid,MOJOE,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Jigglypuff,Fox,
Mooshies,God's Only Son,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
DonB,Cruncho,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Yamasaki,OkamiBW,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Marth,Sheik,
Sumi,Xela,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,Cohenski,3-0,SoCal_Star_League/5/Division_2,2024-07-27,Dr. Mario,Fox,
Emps,S-f,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Khalid,Yamasaki,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Jigglypuff,Marth,
Yingling,IggyNieves,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cheunk,Snake,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cohenski,Snake,3-2,SoCal_Star_League/5/Division_2,2024-07-27,Fox,Falco,
Breakfast,S-f,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Khalid,Sumi,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cliché,Emps,3-1,SoCal_Star_League/5/Division_2,2024-07-27,Falco,Jigglypuff,
Franz,Suf,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
PhDeeznuts,Swiz,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Suf,Casper,0-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Y-hat,Bungwipe,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Alberto,Life,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Noire,PhDeeznuts,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Mooshies,OkamiBW,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cheunk,Y-hat,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Suf,God's Only Son,3-2,SoCal_Star_League/5/Division_2,2024-07-27,,,
Swiz,Jiffy,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
OkamiBW,Swiz,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
SubTails,Breakfast,3-2,SoCal_Star_League/5/Division_2,2024-07-27,Sheik,Fox,
Cheunk,Life,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Suf,PhDeeznuts,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Suf,S-f,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Franz,DonB,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cohenski,Cheunk,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Snake,Cruncho,3-1,SoCal_Star_League/5/Division_2,2024-07-27,,,
Alberto,Snake,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
MOJOE,Xela,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Steech,S-f,3-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Cohenski,Sumi,0-0,SoCal_Star_League/5/Division_2,2024-07-27,,,
Mang0,Dream,3-1,S_Factor/11/Melee,2024-07-14,Captain Falcon,Ganondorf,https://youtu.be/BIVH7-Q291s
El Link,Astrocat,3-2,S_Factor/11/Melee,2024-07-14,,,
Far!,PanterA,3-1,S_Factor/11/Melee,2024-07-14,,,
Rng eddy,SuperCuak,3-2,S_Factor/11/Melee,2024-07-14,Jigglypuff,"Peach,Fox",https://youtu.be/YOCRQb-Hr8k
Stark,Toky,3-0,S_Factor/11/Melee,2024-07-14,Fox,Sheik,https://youtu.be/piGRkq0YEnw
PanterA,Maxinho,3-0,S_Factor/11/Melee,2024-07-14,Captain Falcon,Captain Falcon,https://youtu.be/QKB1cQQrMBw
Dream,El Link,3-0,S_Factor/11/Melee,2024-07-14,Ganondorf,Link,https://youtu.be/j7Tb6JZWM60
Zamorita,Aza,3-0,S_Factor/11/Melee,2024-07-14,Falco,Sheik,https://youtu.be/G_YWL98qroE
Lengüitas,Rng eddy,3-0,S_Factor/11/Melee,2024-07-14,Fox,Jigglypuff,https://youtu.be/GKOgtVIxVFc
Valdo,Stark,3-1,S_Factor/11/Melee,2024-07-14,Fox,Fox,https://youtu.be/YUyxtMxEDGY
PanterA,Dream,3-1,S_Factor/11/Melee,2024-07-14,Captain Falcon,Ganondorf,https://youtu.be/0pmIgKdpedQ
Lucky,Zamorita,3-1,S_Factor/11/Melee,2024-07-14,Fox,Falco,https://youtu.be/ofgp4Q_faa8
Lengüitas,Mang0,3-0,S_Factor/11/Melee,2024-07-14,Fox,"Captain Falcon,Marth",https://youtu.be/GvCckOTDfcc
Valdo,Shroomed,3-2,S_Factor/11/Melee,2024-07-14,Fox,Sheik,https://youtu.be/fyQT-Sxq5Fw
PanterA,Eddy Mexico,3-2,S_Factor/11/Melee,2024-07-14,Captain Falcon,Luigi,https://youtu.be/h-sbIgJ-2dM
Lucky,Lengüitas,3-1,S_Factor/11/Melee,2024-07-14,Fox,Fox,https://youtu.be/fHYqRd-7Cm0
PanterA,Valdo,3-2,S_Factor/11/Melee,2024-07-14,Captain Falcon,Fox,https://youtu.be/6hOTiTTWrsI
Hax,Lucky,3-2,S_Factor/11/Melee,2024-07-14,Fox,Fox,https://youtu.be/fpcqCrL-mBs
Far!,PanterA,3-1,S_Factor/11/Melee,2024-07-14,Sheik,Captain Falcon,https://youtu.be/O9DJ9LTt7R4
Hungrybox,S2J,3-2,S_Factor/11/Melee,2024-07-14,Jigglypuff,Captain Falcon,https://youtu.be/oFohlzJhyRw
Hax,Far!,3-1,S_Factor/11/Melee,2024-07-14,Fox,Sheik,https://youtu.be/I9BZlrEsi0o
Hungrybox,Hax,3-1,S_Factor/11/Melee,2024-07-14,Jigglypuff,Fox,https://youtu.be/alVesp4NVQ8
S2J,Stark,3-0,S_Factor/11/Melee,2024-07-14,Captain Falcon,Fox,https://youtu.be/zfs_f1BMqYI
Valdo,HoloMyth,3-0,S_Factor/11/Melee,2024-07-14,Fox,Fox,https://youtu.be/JD-CHD6LGus
Hax,S2J,3-1,S_Factor/11/Melee,2024-07-14,Fox,Captain Falcon,https://youtu.be/W7wMCEPhCkc
Lengüitas,Jhay Descortéz,3-2,S_Factor/11/Melee,2024-07-14,Fox,Donkey Kong,https://youtu.be/Y-VMlNSteZU
S2J,Far!,3-1,S_Factor/11/Melee,2024-07-14,Captain Falcon,Sheik,https://youtu.be/IJMWGZ7MKz0
Zamorita,Clay,3-2,S_Factor/11/Melee,2024-07-14,Falco,Marth,https://youtu.be/usBgYj_BCbU
Eddy Mexico,Lengüitas,3-0,S_Factor/11/Melee,2024-07-14,Luigi,Fox,https://youtu.be/8UJecDlGswQ
Hax,Clay,3-0,S_Factor/11/Melee,2024-07-14,Fox,Marth,https://youtu.be/EfKWtTj0sUY
Shroomed,Aza,3-1,S_Factor/11/Melee,2024-07-14,Sheik,Sheik,https://youtu.be/vC4uMUo07to
Far!,Mang0,3-1,S_Factor/11/Melee,2024-07-14,Sheik,"Marth,Captain Falcon",https://youtu.be/2DOAEfNOWR8
S2J,Lucky,3-1,S_Factor/11/Melee,2024-07-14,Captain Falcon,Fox,https://youtu.be/QQq-4zSMEko
Hungrybox,Eddy Mexico,3-0,S_Factor/11/Melee,2024-07-14,Jigglypuff,Luigi,https://youtu.be/l8Rrun7YUFg
Hax,Shroomed,3-0,S_Factor/11/Melee,2024-07-14,Fox,Sheik,https://youtu.be/R29TRnennD4
Hungrybox,SuperCuak,3-0,S_Factor/11/Melee,2024-07-14,Jigglypuff,"Peach,Fox",https://youtu.be/WbOM5S0jZPs
Hungrybox,Hax,3-2,S_Factor/11/Melee,2024-07-14,Jigglypuff,Fox,https://youtu.be/-hod9g2MMo8
Toky,Herrán,3-1,S_Factor/11/Melee,2024-07-14,,,
Aza,Dealer,3-0,S_Factor/11/Melee,2024-07-14,Sheik,Falco,https://youtu.be/RlZZDCbjrgE
Dealer,Sheikan,3-1,S_Factor/11/Melee,2024-07-14,,,
Maxinho,Coolhair11,3-0,S_Factor/11/Melee,2024-07-14,Captain Falcon,Fox,https://youtu.be/VCsRda1JViQ
Lucky,Valdo,3-1,S_Factor/11/Melee,2024-07-14,Fox,Fox,https://youtu.be/Ek_5xoJR7gk
HoloMyth,Peña,3-1,S_Factor/11/Melee,2024-07-14,,,
Jhay Descortéz,Morrito 2,3-2,S_Factor/11/Melee,2024-07-14,,,
Zamorita,Julio,3-0,S_Factor/11/Melee,2024-07-14,,,
Rng eddy,Daxis,3-2,S_Factor/11/Melee,2024-07-14,,,
Jimmo,Envy,0-0,Phantom/2024/Melee,2024-07-07,,,
Bombin0,Berk1,2-0,Phantom/2024/Melee,2024-07-07,,,
Magicalthing,Super Dan,2-0,Phantom/2024/Melee,2024-07-07,,,
Ninsai,Envy,0-0,Phantom/2024/Melee,2024-07-07,,,
Khairi,19 rats,0-0,Phantom/2024/Melee,2024-07-07,,,
Sk8orDie,Jimmo,2-0,Phantom/2024/Melee,2024-07-07,,,
Takyon,Mapes,0-0,Phantom/2024/Melee,2024-07-07,,,
Yellow,Hani,2-0,Phantom/2024/Melee,2024-07-07,,,
McCloud,Ninsai,2-0,Phantom/2024/Melee,2024-07-07,,,
Khairi,Mapes,0-0,Phantom/2024/Melee,2024-07-07,,,
Sk8orDie,Hani,2-0,Phantom/2024/Melee,2024-07-07,,,
Yellow,Takyon,2-0,Phantom/2024/Melee,2024-07-07,,,
Jimmo,Ninsai,2-0,Phantom/2024/Melee,2024-07-07,,,
Hani,Envy,0-0,Phantom/2024/Melee,2024-07-07,,,
Khairi,Yellow,2-0,Phantom/2024/Melee,2024-07-07,,,
Sk8orDie,Takyon,2-0,Phantom/2024/Melee,2024-07-07,,,
McCloud,Jimmo,2-0,Phantom/2024/Melee,2024-07-07,,,
Flow Rats,Kalos,2-0,Phantom/2024/Melee,2024-07-07,,,
Mapes,19 rats,0-0,Phantom/2024/Melee,2024-07-07,,,
McCloud,19 rats,0-0,Phantom/2024/Melee,2024-07-07,,,
Super Dan,Barrytherobot,2-0,Phantom/2024/Melee,2024-07-07,,,
Zhye,Barrytherobot,2-0,Phantom/2024/Melee,2024-07-07,,,
Monke,Jada TBK,2-1,Phantom/2024/Melee,2024-07-07,,,
Takyon,Envy,0-0,Phantom/2024/Melee,2024-07-07,,,
Berk1,Picky,0-0,Phantom/2024/Melee,2024-07-07,,,
Monke,Kalos,2-0,Phantom/2024/Melee,2024-07-07,,,
Jada TBK,Flow Rats,2-0,Phantom/2024/Melee,2024-07-07,,,
Zhye,Bombin0,2-1,Phantom/2024/Melee,2024-07-07,,,
Magicalthing,Picky,0-0,Phantom/2024/Melee,2024-07-07,,,
Monke,Super Dan,2-0,Phantom/2024/Melee,2024-07-07,,,
Kalos,Barrytherobot,2-0,Phantom/2024/Melee,2024-07-07,,,
